current time 20220418_002206
creating new summary file
argv: ['--local_rank=0', '--logdir', '48,32,8', '--dataset=dtu_yao', '--batch_size=1', '--trainpath=./mvs_training/', '--trainlist', 'lists/dtu/train.txt', '--testlist', 'lists/dtu/test.txt', '--numdepth=192', '--depth_inter_r', '4,2,1', '--dlossw', '0.5,1.0,2.0', '--batch_size', '1', '--eval_freq', '3']
################################  args  ################################
mode      	train                         	<class 'str'>       
model     	mvsnet                        	<class 'str'>       
device    	cuda                          	<class 'str'>       
dataset   	dtu_yao                       	<class 'str'>       
trainpath 	./mvs_training/               	<class 'str'>       
testpath  	./mvs_training/               	<class 'str'>       
trainlist 	lists/dtu/train.txt           	<class 'str'>       
testlist  	lists/dtu/test.txt            	<class 'str'>       
epochs    	2                             	<class 'int'>       
lr        	0.001                         	<class 'float'>     
lrepochs  	10,12,14:2                    	<class 'str'>       
wd        	0.0                           	<class 'float'>     
batch_size	1                             	<class 'int'>       
numdepth  	192                           	<class 'int'>       
interval_scale	1.06                          	<class 'float'>     
loadckpt  	None                          	<class 'NoneType'>  
logdir    	48,32,8                       	<class 'str'>       
resume    	False                         	<class 'bool'>      
summary_freq	50                            	<class 'int'>       
save_freq 	1                             	<class 'int'>       
eval_freq 	3                             	<class 'int'>       
seed      	1                             	<class 'int'>       
pin_m     	False                         	<class 'bool'>      
local_rank	0                             	<class 'int'>       
share_cr  	False                         	<class 'bool'>      
ndepths   	48,32,8                       	<class 'str'>       
depth_inter_r	4,2,1                         	<class 'str'>       
dlossw    	0.5,1.0,2.0                   	<class 'str'>       
cr_base_chs	8,8,8                         	<class 'str'>       
grad_method	detach                        	<class 'str'>       
using_apex	False                         	<class 'bool'>      
sync_bn   	False                         	<class 'bool'>      
opt_level 	O0                            	<class 'str'>       
keep_batchnorm_fp32	None                          	<class 'NoneType'>  
loss_scale	None                          	<class 'NoneType'>  
########################################################################
**********netphs:[48, 32, 8], depth_intervals_ratio:[4.0, 2.0, 1.0],  grad:detach, chs:[8, 8, 8]************
*************feature extraction arch mode:fpn****************
start at epoch 0
Number of model parameters: 934304
Let's use 1 GPUs!
mvsdataset kwargs {}
dataset train metas: 27097
mvsdataset kwargs {}
dataset test metas: 7546
Epoch 0:
Epoch 0/2, Iter 0/27097, lr 0.000335, train loss = 332.328, depth loss = 94.844, time = 26.502
Epoch 1/2, Iter 13453/27097, lr 0.001000, train loss = 19.362, depth loss = 5.390, time = 1.309
Epoch 1/2, Iter 13503/27097, lr 0.001000, train loss = 8.179, depth loss = 2.267, time = 1.289
Epoch 1/2, Iter 13553/27097, lr 0.001000, train loss = 3.126, depth loss = 0.806, time = 1.260
Epoch 1/2, Iter 13603/27097, lr 0.001000, train loss = 4.361, depth loss = 1.060, time = 1.331
Epoch 1/2, Iter 13653/27097, lr 0.001000, train loss = 71.894, depth loss = 20.265, time = 1.298
Epoch 1/2, Iter 13703/27097, lr 0.001000, train loss = 4.513, depth loss = 1.138, time = 1.321
Epoch 1/2, Iter 13753/27097, lr 0.001000, train loss = 78.402, depth loss = 22.087, time = 1.226
Epoch 1/2, Iter 13803/27097, lr 0.001000, train loss = 16.093, depth loss = 4.358, time = 1.348
Epoch 1/2, Iter 13853/27097, lr 0.001000, train loss = 13.639, depth loss = 3.677, time = 1.364
Epoch 1/2, Iter 13903/27097, lr 0.001000, train loss = 4.170, depth loss = 1.079, time = 1.285
Epoch 1/2, Iter 13953/27097, lr 0.001000, train loss = 6.830, depth loss = 1.831, time = 1.277
Epoch 1/2, Iter 14003/27097, lr 0.001000, train loss = 74.549, depth loss = 19.989, time = 1.324
Epoch 1/2, Iter 14053/27097, lr 0.001000, train loss = 12.729, depth loss = 3.451, time = 1.292
Epoch 1/2, Iter 14103/27097, lr 0.001000, train loss = 7.263, depth loss = 1.926, time = 1.301
Epoch 1/2, Iter 14153/27097, lr 0.001000, train loss = 25.072, depth loss = 6.897, time = 1.353
Epoch 1/2, Iter 14203/27097, lr 0.001000, train loss = 10.301, depth loss = 2.752, time = 1.341
Epoch 1/2, Iter 14253/27097, lr 0.001000, train loss = 9.630, depth loss = 2.400, time = 1.333
Epoch 1/2, Iter 14303/27097, lr 0.001000, train loss = 10.085, depth loss = 2.518, time = 1.306
Epoch 1/2, Iter 14353/27097, lr 0.001000, train loss = 20.814, depth loss = 3.744, time = 1.304
Epoch 1/2, Iter 14403/27097, lr 0.001000, train loss = 2.539, depth loss = 0.643, time = 1.383
Epoch 1/2, Iter 14453/27097, lr 0.001000, train loss = 6.993, depth loss = 1.828, time = 1.362
Epoch 1/2, Iter 14503/27097, lr 0.001000, train loss = 5.179, depth loss = 1.361, time = 1.336
Epoch 1/2, Iter 14553/27097, lr 0.001000, train loss = 22.534, depth loss = 6.305, time = 1.327
Epoch 1/2, Iter 14603/27097, lr 0.001000, train loss = 11.193, depth loss = 2.992, time = 1.336
Epoch 1/2, Iter 14653/27097, lr 0.001000, train loss = 13.186, depth loss = 3.599, time = 1.311
Epoch 1/2, Iter 14703/27097, lr 0.001000, train loss = 28.608, depth loss = 7.553, time = 1.321
Epoch 1/2, Iter 14753/27097, lr 0.001000, train loss = 10.491, depth loss = 2.792, time = 1.292
Epoch 1/2, Iter 14803/27097, lr 0.001000, train loss = 62.153, depth loss = 17.728, time = 1.303
Epoch 1/2, Iter 14853/27097, lr 0.001000, train loss = 11.038, depth loss = 3.035, time = 1.261
Epoch 1/2, Iter 14903/27097, lr 0.001000, train loss = 4.831, depth loss = 1.273, time = 1.316
Epoch 1/2, Iter 14953/27097, lr 0.001000, train loss = 3.202, depth loss = 0.764, time = 1.292
Epoch 1/2, Iter 15003/27097, lr 0.001000, train loss = 4.956, depth loss = 1.159, time = 1.356
Epoch 1/2, Iter 15053/27097, lr 0.001000, train loss = 55.886, depth loss = 15.079, time = 1.310
Epoch 1/2, Iter 15103/27097, lr 0.001000, train loss = 7.152, depth loss = 1.744, time = 1.338
Epoch 1/2, Iter 15153/27097, lr 0.001000, train loss = 24.603, depth loss = 6.933, time = 1.356
Epoch 1/2, Iter 15203/27097, lr 0.001000, train loss = 10.882, depth loss = 2.878, time = 1.312
Epoch 1/2, Iter 15253/27097, lr 0.001000, train loss = 28.716, depth loss = 7.502, time = 1.341
Epoch 1/2, Iter 15303/27097, lr 0.001000, train loss = 12.899, depth loss = 3.489, time = 1.292
Epoch 1/2, Iter 15353/27097, lr 0.001000, train loss = 6.454, depth loss = 1.730, time = 1.338
Epoch 1/2, Iter 15403/27097, lr 0.001000, train loss = 25.624, depth loss = 7.091, time = 1.339
Epoch 1/2, Iter 15453/27097, lr 0.001000, train loss = 28.437, depth loss = 7.846, time = 1.331
Epoch 1/2, Iter 15503/27097, lr 0.001000, train loss = 9.738, depth loss = 2.493, time = 1.296
Epoch 1/2, Iter 15553/27097, lr 0.001000, train loss = 17.953, depth loss = 4.958, time = 1.342
Epoch 1/2, Iter 15603/27097, lr 0.001000, train loss = 2.753, depth loss = 0.615, time = 1.326
Epoch 1/2, Iter 15653/27097, lr 0.001000, train loss = 7.163, depth loss = 1.910, time = 1.325
Epoch 1/2, Iter 15703/27097, lr 0.001000, train loss = 20.428, depth loss = 5.627, time = 1.301
Epoch 1/2, Iter 15753/27097, lr 0.001000, train loss = 5.303, depth loss = 1.253, time = 1.279
Epoch 1/2, Iter 15803/27097, lr 0.001000, train loss = 21.172, depth loss = 5.868, time = 1.199
Epoch 1/2, Iter 15853/27097, lr 0.001000, train loss = 6.729, depth loss = 1.736, time = 1.293
Epoch 1/2, Iter 15903/27097, lr 0.001000, train loss = 7.850, depth loss = 2.069, time = 1.240
Epoch 1/2, Iter 15953/27097, lr 0.001000, train loss = 123.271, depth loss = 32.730, time = 1.331
Epoch 1/2, Iter 16003/27097, lr 0.001000, train loss = 18.831, depth loss = 4.988, time = 1.336
Epoch 1/2, Iter 16053/27097, lr 0.001000, train loss = 17.279, depth loss = 4.710, time = 1.329
Epoch 1/2, Iter 16103/27097, lr 0.001000, train loss = 15.694, depth loss = 4.223, time = 1.248
Epoch 1/2, Iter 16153/27097, lr 0.001000, train loss = 5.935, depth loss = 1.590, time = 1.275
Epoch 1/2, Iter 16203/27097, lr 0.001000, train loss = 50.826, depth loss = 12.570, time = 1.260
Epoch 1/2, Iter 16253/27097, lr 0.001000, train loss = 10.473, depth loss = 2.858, time = 1.349
Epoch 1/2, Iter 16303/27097, lr 0.001000, train loss = 37.891, depth loss = 10.768, time = 1.334
Epoch 1/2, Iter 16353/27097, lr 0.001000, train loss = 18.204, depth loss = 5.090, time = 1.312
Epoch 1/2, Iter 16403/27097, lr 0.001000, train loss = 4.931, depth loss = 1.182, time = 1.306
Epoch 1/2, Iter 16453/27097, lr 0.001000, train loss = 44.228, depth loss = 11.194, time = 1.294
Epoch 1/2, Iter 16503/27097, lr 0.001000, train loss = 3.986, depth loss = 0.965, time = 1.344
Epoch 1/2, Iter 16553/27097, lr 0.001000, train loss = 27.109, depth loss = 5.702, time = 1.331
Epoch 1/2, Iter 16603/27097, lr 0.001000, train loss = 57.488, depth loss = 16.556, time = 1.319
Epoch 1/2, Iter 16653/27097, lr 0.001000, train loss = 8.288, depth loss = 2.160, time = 1.349
Epoch 1/2, Iter 16703/27097, lr 0.001000, train loss = 3.126, depth loss = 0.757, time = 1.328
Epoch 1/2, Iter 16753/27097, lr 0.001000, train loss = 10.089, depth loss = 2.695, time = 1.315
Epoch 1/2, Iter 16803/27097, lr 0.001000, train loss = 6.369, depth loss = 1.559, time = 1.318
Epoch 1/2, Iter 16853/27097, lr 0.001000, train loss = 2.519, depth loss = 0.537, time = 1.322
Epoch 1/2, Iter 16903/27097, lr 0.001000, train loss = 18.912, depth loss = 5.272, time = 1.322
Epoch 1/2, Iter 16953/27097, lr 0.001000, train loss = 9.265, depth loss = 2.331, time = 1.324
Epoch 1/2, Iter 17003/27097, lr 0.001000, train loss = 5.461, depth loss = 1.461, time = 1.226
Epoch 1/2, Iter 17053/27097, lr 0.001000, train loss = 14.360, depth loss = 3.770, time = 1.324
Epoch 1/2, Iter 17103/27097, lr 0.001000, train loss = 8.381, depth loss = 2.315, time = 1.321
Epoch 1/2, Iter 17153/27097, lr 0.001000, train loss = 3.149, depth loss = 0.745, time = 1.377
Epoch 1/2, Iter 17203/27097, lr 0.001000, train loss = 1.731, depth loss = 0.407, time = 1.298
Epoch 1/2, Iter 17253/27097, lr 0.001000, train loss = 75.992, depth loss = 21.439, time = 1.329
Epoch 1/2, Iter 17303/27097, lr 0.001000, train loss = 21.837, depth loss = 6.026, time = 1.356
Epoch 1/2, Iter 17353/27097, lr 0.001000, train loss = 6.662, depth loss = 1.796, time = 1.318
Epoch 1/2, Iter 17403/27097, lr 0.001000, train loss = 25.697, depth loss = 7.120, time = 1.369
Epoch 1/2, Iter 17453/27097, lr 0.001000, train loss = 8.168, depth loss = 2.154, time = 1.320
Epoch 1/2, Iter 17503/27097, lr 0.001000, train loss = 43.790, depth loss = 12.215, time = 1.318
Epoch 1/2, Iter 17553/27097, lr 0.001000, train loss = 8.404, depth loss = 2.169, time = 1.309
Epoch 1/2, Iter 17603/27097, lr 0.001000, train loss = 7.876, depth loss = 2.055, time = 1.333
Epoch 1/2, Iter 17653/27097, lr 0.001000, train loss = 4.119, depth loss = 1.079, time = 1.248
Epoch 1/2, Iter 17703/27097, lr 0.001000, train loss = 9.836, depth loss = 2.707, time = 1.261
Epoch 1/2, Iter 17753/27097, lr 0.001000, train loss = 29.019, depth loss = 8.141, time = 1.234
Epoch 1/2, Iter 17803/27097, lr 0.001000, train loss = 30.867, depth loss = 8.593, time = 1.259
Epoch 1/2, Iter 17853/27097, lr 0.001000, train loss = 11.234, depth loss = 3.031, time = 1.285
Epoch 1/2, Iter 17903/27097, lr 0.001000, train loss = 64.372, depth loss = 18.141, time = 1.277
Epoch 1/2, Iter 17953/27097, lr 0.001000, train loss = 37.898, depth loss = 10.667, time = 1.320
Epoch 1/2, Iter 18003/27097, lr 0.001000, train loss = 3.380, depth loss = 0.853, time = 1.313
Epoch 1/2, Iter 18053/27097, lr 0.001000, train loss = 14.622, depth loss = 3.941, time = 1.329
Epoch 1/2, Iter 18103/27097, lr 0.001000, train loss = 8.408, depth loss = 2.107, time = 1.331
Epoch 1/2, Iter 18153/27097, lr 0.001000, train loss = 3.792, depth loss = 0.943, time = 1.262
Epoch 1/2, Iter 18203/27097, lr 0.001000, train loss = 10.287, depth loss = 2.574, time = 1.332
Epoch 1/2, Iter 18253/27097, lr 0.001000, train loss = 7.734, depth loss = 1.971, time = 1.324
Epoch 1/2, Iter 18303/27097, lr 0.001000, train loss = 6.316, depth loss = 1.644, time = 1.284
Epoch 1/2, Iter 18353/27097, lr 0.001000, train loss = 8.134, depth loss = 2.182, time = 1.318
Epoch 1/2, Iter 18403/27097, lr 0.001000, train loss = 15.717, depth loss = 4.144, time = 1.328
Epoch 1/2, Iter 18453/27097, lr 0.001000, train loss = 7.185, depth loss = 1.716, time = 1.365
Epoch 1/2, Iter 18503/27097, lr 0.001000, train loss = 159.172, depth loss = 42.865, time = 1.340
Epoch 1/2, Iter 18553/27097, lr 0.001000, train loss = 1.878, depth loss = 0.456, time = 1.245
Epoch 1/2, Iter 18603/27097, lr 0.001000, train loss = 12.356, depth loss = 3.218, time = 1.367
Epoch 1/2, Iter 18653/27097, lr 0.001000, train loss = 11.261, depth loss = 2.992, time = 1.239
Epoch 1/2, Iter 18703/27097, lr 0.001000, train loss = 6.373, depth loss = 1.679, time = 1.281
Epoch 1/2, Iter 18753/27097, lr 0.001000, train loss = 98.069, depth loss = 26.606, time = 1.224
Epoch 1/2, Iter 18803/27097, lr 0.001000, train loss = 8.079, depth loss = 2.103, time = 1.323
Epoch 1/2, Iter 18853/27097, lr 0.001000, train loss = 3.899, depth loss = 1.002, time = 1.256
Epoch 1/2, Iter 18903/27097, lr 0.001000, train loss = 58.102, depth loss = 16.134, time = 1.287
Epoch 1/2, Iter 18953/27097, lr 0.001000, train loss = 5.640, depth loss = 1.469, time = 1.241
Epoch 1/2, Iter 19003/27097, lr 0.001000, train loss = 6.826, depth loss = 1.773, time = 1.305
Epoch 1/2, Iter 19053/27097, lr 0.001000, train loss = 55.861, depth loss = 13.404, time = 1.225
Epoch 1/2, Iter 19103/27097, lr 0.001000, train loss = 13.069, depth loss = 3.464, time = 1.351
Epoch 1/2, Iter 19153/27097, lr 0.001000, train loss = 7.619, depth loss = 2.067, time = 1.297
Epoch 1/2, Iter 19203/27097, lr 0.001000, train loss = 27.391, depth loss = 7.737, time = 1.204
Epoch 1/2, Iter 19253/27097, lr 0.001000, train loss = 16.008, depth loss = 4.078, time = 1.263
Epoch 1/2, Iter 19303/27097, lr 0.001000, train loss = 5.531, depth loss = 1.344, time = 1.340
Epoch 1/2, Iter 19353/27097, lr 0.001000, train loss = 8.337, depth loss = 2.248, time = 1.268
Epoch 1/2, Iter 19403/27097, lr 0.001000, train loss = 3.604, depth loss = 0.861, time = 1.288
Epoch 1/2, Iter 19453/27097, lr 0.001000, train loss = 9.567, depth loss = 2.524, time = 1.273
Epoch 1/2, Iter 19503/27097, lr 0.001000, train loss = 16.378, depth loss = 4.585, time = 1.262
Epoch 1/2, Iter 19553/27097, lr 0.001000, train loss = 3.602, depth loss = 0.983, time = 1.286
Epoch 1/2, Iter 19603/27097, lr 0.001000, train loss = 3.827, depth loss = 0.955, time = 1.359
Epoch 1/2, Iter 19653/27097, lr 0.001000, train loss = 7.917, depth loss = 1.940, time = 1.311
Epoch 1/2, Iter 19703/27097, lr 0.001000, train loss = 4.203, depth loss = 1.046, time = 1.299
Epoch 1/2, Iter 19753/27097, lr 0.001000, train loss = 1.560, depth loss = 0.350, time = 1.317
Epoch 1/2, Iter 19803/27097, lr 0.001000, train loss = 5.112, depth loss = 1.324, time = 1.298
Epoch 1/2, Iter 19853/27097, lr 0.001000, train loss = 8.223, depth loss = 2.144, time = 1.317
Epoch 1/2, Iter 19903/27097, lr 0.001000, train loss = 3.406, depth loss = 0.781, time = 1.320
Epoch 1/2, Iter 19953/27097, lr 0.001000, train loss = 13.300, depth loss = 3.617, time = 1.321
Epoch 1/2, Iter 20003/27097, lr 0.001000, train loss = 1.554, depth loss = 0.345, time = 1.272
Epoch 1/2, Iter 20053/27097, lr 0.001000, train loss = 4.669, depth loss = 1.183, time = 1.281
Epoch 1/2, Iter 20103/27097, lr 0.001000, train loss = 6.787, depth loss = 1.772, time = 1.240
Epoch 1/2, Iter 20153/27097, lr 0.001000, train loss = 56.447, depth loss = 15.868, time = 1.305
Epoch 1/2, Iter 20203/27097, lr 0.001000, train loss = 16.564, depth loss = 4.523, time = 1.356
Epoch 1/2, Iter 20253/27097, lr 0.001000, train loss = 30.171, depth loss = 8.446, time = 1.362
Epoch 1/2, Iter 20303/27097, lr 0.001000, train loss = 9.130, depth loss = 2.406, time = 1.294
Epoch 1/2, Iter 20353/27097, lr 0.001000, train loss = 58.052, depth loss = 16.507, time = 1.332
Epoch 1/2, Iter 20403/27097, lr 0.001000, train loss = 11.994, depth loss = 3.105, time = 1.307
Epoch 1/2, Iter 20453/27097, lr 0.001000, train loss = 10.183, depth loss = 2.728, time = 1.313
Epoch 1/2, Iter 20503/27097, lr 0.001000, train loss = 55.718, depth loss = 15.813, time = 1.215
Epoch 1/2, Iter 20553/27097, lr 0.001000, train loss = 1.245, depth loss = 0.254, time = 1.303
Epoch 1/2, Iter 20603/27097, lr 0.001000, train loss = 14.589, depth loss = 3.943, time = 1.321
Epoch 1/2, Iter 20653/27097, lr 0.001000, train loss = 12.698, depth loss = 2.641, time = 1.312
Epoch 1/2, Iter 20703/27097, lr 0.001000, train loss = 3.132, depth loss = 0.751, time = 1.237
Epoch 1/2, Iter 20753/27097, lr 0.001000, train loss = 3.647, depth loss = 0.922, time = 1.246
Epoch 1/2, Iter 20803/27097, lr 0.001000, train loss = 11.565, depth loss = 2.930, time = 1.315
Epoch 1/2, Iter 20853/27097, lr 0.001000, train loss = 8.481, depth loss = 2.291, time = 1.301
Epoch 1/2, Iter 20903/27097, lr 0.001000, train loss = 2.952, depth loss = 0.722, time = 1.324
Epoch 1/2, Iter 20953/27097, lr 0.001000, train loss = 1.966, depth loss = 0.436, time = 1.310
Epoch 1/2, Iter 21003/27097, lr 0.001000, train loss = 2.813, depth loss = 0.695, time = 1.290
Epoch 1/2, Iter 21053/27097, lr 0.001000, train loss = 14.322, depth loss = 2.719, time = 1.316
Epoch 1/2, Iter 21103/27097, lr 0.001000, train loss = 8.231, depth loss = 2.288, time = 1.273
Epoch 1/2, Iter 21153/27097, lr 0.001000, train loss = 3.346, depth loss = 0.862, time = 1.290
Epoch 1/2, Iter 21203/27097, lr 0.001000, train loss = 13.951, depth loss = 3.933, time = 1.288
Epoch 1/2, Iter 21253/27097, lr 0.001000, train loss = 19.983, depth loss = 4.531, time = 1.316
Epoch 1/2, Iter 21303/27097, lr 0.001000, train loss = 3.837, depth loss = 0.857, time = 1.280
Epoch 1/2, Iter 21353/27097, lr 0.001000, train loss = 12.647, depth loss = 3.313, time = 1.359
Epoch 1/2, Iter 21403/27097, lr 0.001000, train loss = 31.472, depth loss = 8.881, time = 1.319
Epoch 1/2, Iter 21453/27097, lr 0.001000, train loss = 2.919, depth loss = 0.733, time = 1.266
Epoch 1/2, Iter 21503/27097, lr 0.001000, train loss = 3.868, depth loss = 0.953, time = 1.280
Epoch 1/2, Iter 21553/27097, lr 0.001000, train loss = 3.935, depth loss = 1.049, time = 1.262
Epoch 1/2, Iter 21603/27097, lr 0.001000, train loss = 29.641, depth loss = 7.975, time = 1.315
Epoch 1/2, Iter 21653/27097, lr 0.001000, train loss = 17.863, depth loss = 4.852, time = 1.273
Epoch 1/2, Iter 21703/27097, lr 0.001000, train loss = 7.773, depth loss = 1.939, time = 1.364
Epoch 1/2, Iter 21753/27097, lr 0.001000, train loss = 4.292, depth loss = 1.056, time = 1.248
Epoch 1/2, Iter 21803/27097, lr 0.001000, train loss = 45.789, depth loss = 12.992, time = 1.203
Epoch 1/2, Iter 21853/27097, lr 0.001000, train loss = 155.683, depth loss = 44.157, time = 1.339
Epoch 1/2, Iter 21903/27097, lr 0.001000, train loss = 12.007, depth loss = 3.115, time = 1.320
Epoch 1/2, Iter 21953/27097, lr 0.001000, train loss = 15.664, depth loss = 4.238, time = 1.334
Epoch 1/2, Iter 22003/27097, lr 0.001000, train loss = 7.608, depth loss = 2.058, time = 1.347
Epoch 1/2, Iter 22053/27097, lr 0.001000, train loss = 55.739, depth loss = 15.841, time = 1.321
Epoch 1/2, Iter 22103/27097, lr 0.001000, train loss = 38.352, depth loss = 9.951, time = 1.308
Epoch 1/2, Iter 22153/27097, lr 0.001000, train loss = 17.569, depth loss = 4.851, time = 1.269
Epoch 1/2, Iter 22203/27097, lr 0.001000, train loss = 2.182, depth loss = 0.476, time = 1.391
Epoch 1/2, Iter 22253/27097, lr 0.001000, train loss = 11.394, depth loss = 3.071, time = 1.310
Epoch 1/2, Iter 22303/27097, lr 0.001000, train loss = 15.663, depth loss = 4.218, time = 1.228
Epoch 1/2, Iter 22353/27097, lr 0.001000, train loss = 12.136, depth loss = 3.235, time = 1.275
Epoch 1/2, Iter 22403/27097, lr 0.001000, train loss = 24.107, depth loss = 6.835, time = 1.358
Epoch 1/2, Iter 22453/27097, lr 0.001000, train loss = 13.224, depth loss = 3.573, time = 1.348
Epoch 1/2, Iter 22503/27097, lr 0.001000, train loss = 31.285, depth loss = 8.921, time = 1.352
Epoch 1/2, Iter 22553/27097, lr 0.001000, train loss = 7.111, depth loss = 1.882, time = 1.386
Epoch 1/2, Iter 22603/27097, lr 0.001000, train loss = 3.255, depth loss = 0.757, time = 1.267
Epoch 1/2, Iter 22653/27097, lr 0.001000, train loss = 25.831, depth loss = 7.190, time = 1.315
Epoch 1/2, Iter 22703/27097, lr 0.001000, train loss = 3.193, depth loss = 0.799, time = 1.233
Epoch 1/2, Iter 22753/27097, lr 0.001000, train loss = 53.348, depth loss = 12.836, time = 1.281
Epoch 1/2, Iter 22803/27097, lr 0.001000, train loss = 13.382, depth loss = 3.642, time = 1.215
Epoch 1/2, Iter 22853/27097, lr 0.001000, train loss = 15.308, depth loss = 4.228, time = 1.303
Epoch 1/2, Iter 22903/27097, lr 0.001000, train loss = 8.830, depth loss = 2.360, time = 1.264
Epoch 1/2, Iter 22953/27097, lr 0.001000, train loss = 3.641, depth loss = 0.972, time = 1.339
Epoch 1/2, Iter 23003/27097, lr 0.001000, train loss = 11.259, depth loss = 3.068, time = 1.296
Epoch 1/2, Iter 23053/27097, lr 0.001000, train loss = 13.940, depth loss = 3.479, time = 1.268
Epoch 1/2, Iter 23103/27097, lr 0.001000, train loss = 10.451, depth loss = 2.740, time = 1.326
Epoch 1/2, Iter 23153/27097, lr 0.001000, train loss = 3.254, depth loss = 0.860, time = 1.282
Epoch 1/2, Iter 23203/27097, lr 0.001000, train loss = 13.982, depth loss = 2.340, time = 1.329
Epoch 1/2, Iter 23253/27097, lr 0.001000, train loss = 2.814, depth loss = 0.636, time = 1.361
Epoch 1/2, Iter 23303/27097, lr 0.001000, train loss = 4.527, depth loss = 1.143, time = 1.286
Epoch 1/2, Iter 23353/27097, lr 0.001000, train loss = 29.812, depth loss = 8.438, time = 1.261
Epoch 1/2, Iter 23403/27097, lr 0.001000, train loss = 8.236, depth loss = 2.015, time = 1.370
Epoch 1/2, Iter 23453/27097, lr 0.001000, train loss = 1.426, depth loss = 0.288, time = 1.331
Epoch 1/2, Iter 23503/27097, lr 0.001000, train loss = 3.741, depth loss = 0.963, time = 1.243
Epoch 1/2, Iter 23553/27097, lr 0.001000, train loss = 50.765, depth loss = 14.296, time = 1.332
Epoch 1/2, Iter 23603/27097, lr 0.001000, train loss = 8.071, depth loss = 1.955, time = 1.368
Epoch 1/2, Iter 23653/27097, lr 0.001000, train loss = 31.176, depth loss = 7.614, time = 1.340
Epoch 1/2, Iter 23703/27097, lr 0.001000, train loss = 2.547, depth loss = 0.614, time = 1.330
Epoch 1/2, Iter 23753/27097, lr 0.001000, train loss = 10.460, depth loss = 2.408, time = 1.340
Epoch 1/2, Iter 23803/27097, lr 0.001000, train loss = 33.397, depth loss = 8.363, time = 1.285
Epoch 1/2, Iter 23853/27097, lr 0.001000, train loss = 18.049, depth loss = 5.057, time = 1.203
Epoch 1/2, Iter 23903/27097, lr 0.001000, train loss = 4.902, depth loss = 1.299, time = 1.231
Epoch 1/2, Iter 23953/27097, lr 0.001000, train loss = 15.948, depth loss = 4.357, time = 1.327
Epoch 1/2, Iter 24003/27097, lr 0.001000, train loss = 5.551, depth loss = 1.472, time = 1.326
Epoch 1/2, Iter 24053/27097, lr 0.001000, train loss = 6.071, depth loss = 1.579, time = 1.242
Epoch 1/2, Iter 24103/27097, lr 0.001000, train loss = 6.322, depth loss = 1.541, time = 1.300
Epoch 1/2, Iter 24153/27097, lr 0.001000, train loss = 15.987, depth loss = 4.279, time = 1.339
Epoch 1/2, Iter 24203/27097, lr 0.001000, train loss = 7.381, depth loss = 1.891, time = 1.333
Epoch 1/2, Iter 24253/27097, lr 0.001000, train loss = 4.738, depth loss = 1.109, time = 1.277
Epoch 1/2, Iter 24303/27097, lr 0.001000, train loss = 13.804, depth loss = 3.684, time = 1.316
Epoch 1/2, Iter 24353/27097, lr 0.001000, train loss = 81.242, depth loss = 21.499, time = 1.336
Epoch 1/2, Iter 24403/27097, lr 0.001000, train loss = 9.903, depth loss = 2.671, time = 1.295
Epoch 1/2, Iter 24453/27097, lr 0.001000, train loss = 3.609, depth loss = 0.837, time = 1.291
Epoch 1/2, Iter 24503/27097, lr 0.001000, train loss = 52.909, depth loss = 14.802, time = 1.327
Epoch 1/2, Iter 24553/27097, lr 0.001000, train loss = 6.815, depth loss = 1.792, time = 1.285
Epoch 1/2, Iter 24603/27097, lr 0.001000, train loss = 4.037, depth loss = 1.036, time = 1.261
Epoch 1/2, Iter 24653/27097, lr 0.001000, train loss = 12.933, depth loss = 3.530, time = 1.277
Epoch 1/2, Iter 24703/27097, lr 0.001000, train loss = 3.654, depth loss = 0.980, time = 1.248
Epoch 1/2, Iter 24753/27097, lr 0.001000, train loss = 11.057, depth loss = 2.878, time = 1.254
Epoch 1/2, Iter 24803/27097, lr 0.001000, train loss = 3.173, depth loss = 0.693, time = 1.308
Epoch 1/2, Iter 24853/27097, lr 0.001000, train loss = 4.642, depth loss = 1.211, time = 1.321
Epoch 1/2, Iter 24903/27097, lr 0.001000, train loss = 5.003, depth loss = 1.203, time = 1.362
Epoch 1/2, Iter 24953/27097, lr 0.001000, train loss = 6.639, depth loss = 1.749, time = 1.327
Epoch 1/2, Iter 25003/27097, lr 0.001000, train loss = 6.842, depth loss = 1.807, time = 1.322
Epoch 1/2, Iter 25053/27097, lr 0.001000, train loss = 11.034, depth loss = 2.883, time = 1.278
Epoch 1/2, Iter 25103/27097, lr 0.001000, train loss = 8.459, depth loss = 2.131, time = 1.308
Epoch 1/2, Iter 25153/27097, lr 0.001000, train loss = 2.974, depth loss = 0.644, time = 1.281
Epoch 1/2, Iter 25203/27097, lr 0.001000, train loss = 5.969, depth loss = 1.470, time = 1.323
Epoch 1/2, Iter 25253/27097, lr 0.001000, train loss = 9.141, depth loss = 2.402, time = 1.319
Epoch 1/2, Iter 25303/27097, lr 0.001000, train loss = 50.998, depth loss = 14.290, time = 1.227
Epoch 1/2, Iter 25353/27097, lr 0.001000, train loss = 17.398, depth loss = 3.834, time = 1.266
Epoch 1/2, Iter 25403/27097, lr 0.001000, train loss = 55.367, depth loss = 15.571, time = 1.302
Epoch 1/2, Iter 25453/27097, lr 0.001000, train loss = 52.522, depth loss = 14.712, time = 1.332
Epoch 1/2, Iter 25503/27097, lr 0.001000, train loss = 20.579, depth loss = 5.652, time = 1.338
